Id,MainId,QuestionId,Correct,StartTime,EndTime,Time
277,30,33,1,18:41:22,18:41:28,4
278,30,35,1,18:41:28,18:42:47,71
279,30,37,1,18:42:47,18:43:28,38
280,30,39,1,18:43:28,18:43:44,15
281,30,41,1,18:43:44,18:44:00,14
282,30,43,0,18:44:00,18:44:36,32
283,30,45,0,18:44:36,18:45:13,36
284,30,47,0,18:45:13,18:45:34,18
285,30,49,0,18:45:34,18:45:34,0
286,30,51,0,18:45:34,18:45:34,0
287,34,37,1,18:46:46,18:46:58,12
288,34,29,0,18:45:40,18:45:46,5
289,34,35,1,18:45:56,18:46:46,48
290,34,27,1,-00:00:01,18:45:40,10
291,34,31,1,18:45:46,18:45:51,4
292,34,33,1,18:45:51,18:45:56,4
293,34,39,1,18:46:58,18:47:16,17
294,34,45,1,18:47:30,18:48:49,78
295,34,41,1,18:47:16,18:47:23,7
296,34,43,1,18:47:23,18:47:30,6
297,34,47,1,18:48:49,18:49:20,30
298,34,49,1,18:49:20,18:49:29,8
299,34,51,1,18:49:29,18:49:33,4
300,33,1,1,-00:00:01,18:45:14,5
301,33,5,1,18:45:18,18:45:23,4
302,33,3,1,18:45:14,18:45:18,4
303,33,7,1,18:45:23,18:45:39,15
304,33,9,1,18:45:39,18:46:34,54
305,33,11,1,18:46:34,18:46:45,11
306,33,13,1,18:46:45,18:46:55,9
307,33,17,1,18:47:16,18:47:21,4
308,33,15,1,18:46:55,18:47:16,20
309,33,19,0,18:47:21,18:49:25,122
310,33,21,1,18:49:25,18:49:33,7
311,33,23,0,18:49:33,18:49:42,8
312,33,25,1,18:49:42,18:49:50,8
313,37,1,1,-00:00:01,18:46:53,8
314,37,3,1,18:46:53,18:46:59,5
315,37,5,1,18:46:59,18:47:03,4
316,37,9,1,18:47:10,18:47:35,25
317,37,11,1,18:47:35,18:47:46,10
318,37,7,1,18:47:03,18:47:10,6
319,37,13,1,18:47:46,18:48:03,16
320,37,15,1,18:48:03,18:48:24,20
321,37,17,1,18:48:24,18:48:30,6
322,37,21,1,18:48:41,18:48:54,12
323,37,19,1,18:48:30,18:48:41,10
324,37,23,0,18:48:54,18:49:09,15
325,37,25,1,18:49:09,18:50:27,76
326,36,27,1,-00:00:01,18:47:12,62
327,36,29,1,18:47:12,18:47:22,9
328,36,31,1,18:47:22,18:47:28,5
329,36,33,1,18:47:28,18:47:33,5
330,36,37,1,18:48:01,18:48:47,41
331,36,35,1,18:47:33,18:48:01,22
332,36,39,1,18:48:47,18:49:03,14
333,36,41,1,18:49:03,18:49:11,8
334,36,43,1,18:49:11,18:49:21,9
335,36,45,0,18:49:21,18:50:16,53
336,36,47,1,18:50:16,18:50:25,8
337,36,49,1,18:50:25,18:50:51,25
338,36,51,1,18:50:51,18:50:56,5
339,39,1,1,-00:00:01,18:48:47,5
340,39,13,1,18:50:23,18:51:03,38
341,39,3,1,18:48:47,18:48:54,6
342,39,5,1,18:48:54,18:48:59,4
343,39,17,1,18:51:09,18:51:21,11
344,39,7,1,18:48:59,18:49:07,8
345,39,9,1,18:49:07,18:49:26,18
346,39,11,1,18:49:26,18:50:23,54
347,39,15,1,18:51:03,18:51:09,6
348,39,19,1,18:51:21,18:51:30,9
349,39,23,0,18:51:43,18:51:52,9
350,39,25,1,18:51:52,18:52:08,15
351,39,21,1,18:51:30,18:51:43,11
352,40,27,1,-00:00:01,18:50:21,24
353,40,33,1,18:50:38,18:50:42,4
354,40,29,1,18:50:21,18:50:33,12
355,40,31,1,18:50:33,18:50:38,4
356,40,35,1,18:50:42,18:51:18,34
357,40,37,1,18:51:18,18:51:28,9
358,40,43,1,18:52:04,18:52:48,39
359,40,45,1,18:52:48,18:53:21,31
360,40,39,1,18:51:28,18:51:59,28
361,40,41,1,18:51:59,18:52:04,5
362,40,47,1,18:53:21,18:53:30,8
363,40,49,1,18:53:30,18:53:39,8
364,40,51,1,18:53:39,18:53:43,3
365,42,27,1,-00:00:01,18:51:45,15
366,42,29,1,18:51:45,18:51:53,8
367,42,31,1,18:51:53,18:51:59,5
368,42,33,1,18:51:59,18:52:03,3
369,42,35,1,18:52:03,18:52:30,26
370,42,37,1,18:52:30,18:52:47,16
371,42,41,1,18:53:06,18:53:21,14
372,42,39,1,18:52:47,18:53:06,17
373,42,45,1,18:53:30,18:55:17,103
374,42,43,1,18:53:21,18:53:30,9
375,42,47,1,18:55:17,18:55:27,10
376,42,49,1,18:55:27,18:55:47,17
377,42,51,1,18:55:47,18:55:52,4
378,44,31,1,18:55:31,18:55:38,6
379,44,29,1,18:55:23,18:55:31,8
380,44,27,1,-00:00:01,18:55:23,25
381,44,33,1,18:55:38,18:55:44,6
382,44,35,1,18:55:44,18:56:41,55
383,44,37,1,18:56:41,18:57:05,23
384,44,43,1,18:57:20,18:57:31,10
385,44,41,1,18:57:12,18:57:20,8
386,44,39,1,18:57:05,18:57:12,6
387,44,45,1,18:57:31,18:58:01,29
388,44,47,0,18:58:01,18:58:10,9
389,44,49,0,18:58:10,18:58:15,4
390,44,51,1,18:58:15,18:58:20,4
391,43,1,1,-00:00:01,18:53:33,11
392,43,3,1,18:53:33,18:53:46,12
393,43,15,1,18:57:05,18:57:28,22
394,43,5,1,18:53:46,18:53:53,7
395,43,7,1,18:53:53,18:54:10,16
396,43,13,0,18:54:58,18:57:05,124
397,43,9,1,18:54:10,18:54:44,33
398,43,17,1,18:57:28,18:57:34,6
399,43,11,1,18:54:44,18:54:58,13
400,43,19,1,18:57:34,18:57:39,4
401,43,21,1,18:57:39,18:57:52,12
402,43,23,0,18:57:52,18:57:57,5
403,43,25,0,18:57:57,18:58:57,59
404,45,1,1,-00:00:01,19:05:29,8
405,45,3,1,19:05:29,19:05:37,7
406,45,5,1,19:05:37,19:05:42,4
407,45,7,1,19:05:42,19:05:53,10
408,45,9,1,19:05:53,19:06:29,35
409,45,11,1,19:06:29,19:06:40,10
410,45,13,1,19:06:40,19:07:32,52
411,45,17,1,19:07:40,19:07:46,5
412,45,19,1,19:07:46,19:08:01,15
413,45,15,1,19:07:32,19:07:40,7
414,45,21,1,19:08:01,19:08:13,12
415,45,23,0,19:08:13,19:08:19,6
416,45,25,1,19:08:19,19:09:46,85
417,46,27,1,-00:00:01,19:06:42,22
418,46,29,1,19:06:42,19:06:56,13
419,46,31,1,19:06:56,19:07:05,8
420,46,33,1,19:07:05,19:07:09,4
421,46,35,1,19:07:09,19:08:03,53
422,46,37,1,19:08:03,19:08:16,12
423,46,39,1,19:08:16,19:08:27,11
424,46,41,1,19:08:27,19:08:43,16
425,46,43,1,19:08:43,19:08:49,5
426,46,45,1,19:08:49,19:09:42,52
427,46,47,1,19:09:42,19:09:48,6
428,46,49,1,19:09:48,19:09:54,5
429,46,51,1,19:09:54,19:09:59,4
430,47,1,1,-00:00:01,19:07:39,10
431,47,5,1,19:07:45,19:07:49,4
432,47,9,1,19:07:55,19:08:18,22
433,47,7,1,19:07:49,19:07:55,5
434,47,11,1,19:08:18,19:09:13,55
435,47,3,1,19:07:39,19:07:45,5
436,47,15,1,19:09:31,19:09:39,7
437,47,13,1,19:09:13,19:09:31,17
438,47,17,1,19:09:39,19:10:05,25
439,47,19,1,19:10:05,19:11:16,69
440,47,21,1,19:11:16,19:11:26,10
441,47,23,0,19:11:26,19:11:35,8
442,47,25,1,19:11:35,19:12:14,38
443,48,27,1,-00:00:01,19:10:14,56
444,48,29,1,19:10:14,19:10:34,18
445,48,31,1,19:10:34,19:10:52,17
446,48,33,1,19:10:52,19:10:57,5
447,48,35,1,19:10:57,19:11:35,36
448,48,37,1,19:11:35,19:11:42,7
449,48,39,1,19:11:42,19:12:50,66
450,48,41,1,19:12:50,19:13:06,15
451,48,43,1,19:13:06,19:14:20,72
452,48,45,1,19:14:20,19:18:09,224
453,48,49,1,19:18:38,19:19:32,52
454,48,47,1,19:18:09,19:18:38,25
455,48,51,1,19:19:32,19:19:41,9
456,50,35,0,19:17:00,19:17:52,46
457,50,43,1,19:18:35,19:18:41,6
458,50,39,1,19:18:03,19:18:19,15
459,50,41,1,19:18:19,19:18:35,15
460,50,31,1,19:16:46,19:16:52,5
461,50,27,1,-00:00:01,19:16:37,13
462,50,37,1,19:17:52,19:18:03,10
463,50,29,1,19:16:37,19:16:46,8
464,50,33,1,19:16:52,19:17:00,7
465,50,45,0,19:18:41,19:19:14,32
466,50,49,1,19:19:20,19:19:49,28
467,50,47,1,19:19:14,19:19:20,5
468,50,51,1,19:19:49,19:20:05,15
469,51,1,1,-00:00:01,19:36:53,8
470,51,3,1,19:36:53,19:36:58,4
471,51,7,1,19:37:06,19:37:16,10
472,51,9,1,19:37:16,19:37:47,30
473,51,5,1,19:36:58,19:37:06,8
474,51,11,0,19:37:47,19:38:23,35
475,51,13,0,19:38:23,19:38:24,1
476,51,15,0,19:38:24,19:38:25,0
477,51,17,0,19:38:25,19:38:25,0
478,51,19,0,19:38:25,19:38:26,0
479,51,21,0,19:38:26,19:38:26,0
480,51,23,0,19:38:26,19:38:26,0
481,51,25,0,19:38:26,19:38:26,0
482,52,6,1,19:38:13,19:38:20,7
483,52,2,0,-00:00:01,19:38:00,18
484,52,4,0,19:38:00,19:38:13,11
485,52,8,1,19:38:20,19:38:27,6
486,52,10,1,19:38:27,19:38:37,10
487,52,12,0,19:38:37,19:38:44,6
488,52,16,1,19:38:59,19:39:03,4
489,52,14,0,19:38:44,19:38:59,14
490,52,18,0,19:39:03,19:39:12,8
491,52,20,0,19:39:12,19:39:25,12
492,52,24,0,19:39:32,19:39:38,5
493,52,22,0,19:39:25,19:39:32,6
494,52,26,0,19:39:38,19:39:40,1
495,54,1,1,-00:00:01,20:01:23,5
496,54,3,1,20:01:23,20:01:28,4
497,54,5,1,20:01:28,20:01:31,3
498,54,9,1,20:01:35,20:01:55,18
499,54,7,1,20:01:31,20:01:35,3
500,54,11,1,20:01:55,20:02:04,8
501,54,13,1,20:02:04,20:02:10,5
502,54,15,1,20:02:10,20:02:46,36
503,54,17,1,20:02:46,20:02:50,4
504,54,19,1,20:02:50,20:04:58,126
505,54,21,1,20:04:58,20:05:05,6
506,54,23,0,20:05:05,20:05:10,4
507,54,25,1,20:05:10,20:05:34,24
508,55,33,0,-00:00:01,00:00:00,-1
509,55,27,0,-00:00:01,00:00:00,-1
510,55,31,0,-00:00:01,00:00:00,-1
511,55,35,0,-00:00:01,00:00:00,-1
512,55,37,0,-00:00:01,00:00:00,-1
513,55,29,0,-00:00:01,00:00:00,-1
514,55,39,0,-00:00:01,00:00:00,-1
515,55,41,0,-00:00:01,00:00:00,-1
516,55,43,0,-00:00:01,00:00:00,-1
517,55,47,0,-00:00:01,00:00:00,-1
518,55,45,0,-00:00:01,00:00:00,-1
519,55,49,0,-00:00:01,20:07:16,7
520,55,51,0,20:07:16,20:07:16,0
521,56,1,1,-00:00:01,20:05:47,8
522,56,9,1,20:06:17,20:06:37,19
523,56,11,1,20:06:37,20:06:45,7
524,56,3,1,20:05:47,20:05:51,4
525,56,5,1,20:05:51,20:06:08,13
526,56,7,1,20:06:08,20:06:17,9
527,56,13,1,20:06:45,20:07:29,43
528,56,15,1,20:07:29,20:07:42,13
529,56,17,1,20:07:42,20:07:49,6
530,56,19,1,20:07:49,20:08:01,11
531,56,21,1,20:08:01,20:08:09,7
532,56,23,0,20:08:09,20:08:35,25
533,56,25,1,20:08:35,20:09:28,53
534,57,27,1,-00:00:01,20:07:56,7
535,57,33,1,20:08:07,20:08:19,11
536,57,29,1,20:07:56,20:08:03,7
537,57,37,1,20:08:55,20:09:18,23
538,57,35,1,20:08:19,20:08:55,35
539,57,31,1,20:08:03,20:08:07,3
540,57,39,1,20:09:18,20:09:32,13
541,57,41,1,20:09:32,20:09:44,12
542,57,43,1,20:09:44,20:09:54,9
543,57,45,1,20:09:54,20:10:32,37
544,57,47,1,20:10:32,20:10:38,6
545,57,49,1,20:10:38,20:11:12,33
546,57,51,1,20:11:12,20:11:16,3
547,59,27,1,-00:00:01,20:30:37,51
548,59,29,1,20:30:37,20:30:45,7
549,59,31,1,20:30:45,20:30:57,12
550,59,33,1,20:30:57,20:31:04,6
551,59,35,1,20:31:04,20:31:49,43
552,59,37,1,20:31:49,20:32:07,15
553,59,39,1,20:32:07,20:32:24,16
554,59,41,1,20:32:24,20:32:50,24
555,59,43,1,20:32:50,20:33:04,13
556,59,45,1,20:33:04,20:34:11,62
557,59,47,1,20:34:11,20:34:22,10
558,59,49,1,20:34:22,20:35:46,80
559,59,51,1,20:35:46,20:35:55,9
560,60,1,1,-00:00:01,20:38:47,7
561,60,3,1,20:38:47,20:38:52,5
562,60,5,1,20:38:52,20:38:56,4
563,60,7,1,20:38:56,20:39:01,4
564,60,9,1,20:39:01,20:39:20,18
565,60,11,1,20:39:20,20:39:38,17
566,60,13,1,20:39:38,20:40:11,32
567,60,15,1,20:40:11,20:40:27,15
568,60,17,1,20:40:27,20:40:34,6
569,60,19,1,20:40:34,20:40:39,5
570,60,21,0,20:40:39,20:40:45,5
571,60,23,0,20:40:45,20:40:50,5
572,60,25,1,20:40:50,20:42:00,69
573,61,27,1,-00:00:01,20:40:16,53
574,61,29,1,20:40:16,20:40:21,5
575,61,35,0,20:40:36,20:41:38,49
576,61,33,1,20:40:30,20:40:36,5
577,61,37,1,20:41:38,20:41:53,14
578,61,31,1,20:40:21,20:40:30,8
579,61,39,1,20:41:53,20:42:13,19
580,61,41,1,20:42:13,20:42:44,30
581,61,47,1,20:44:31,20:44:53,21
582,61,45,1,20:43:29,20:44:31,61
583,61,43,1,20:42:44,20:43:29,44
584,61,49,1,20:44:53,20:45:05,12
585,61,51,1,20:45:05,20:45:11,5
586,64,1,1,-00:00:01,21:37:19,12
587,64,3,1,21:37:19,21:37:26,6
588,64,5,1,21:37:26,21:37:33,7
589,64,9,1,21:37:40,21:38:09,28
590,64,7,1,21:37:33,21:37:40,6
591,64,11,1,21:38:09,21:38:19,10
592,64,13,1,21:38:19,21:38:48,28
593,64,15,1,21:38:48,21:38:58,10
594,64,17,1,21:38:58,21:39:03,4
595,64,21,1,21:39:08,21:39:28,19
596,64,19,1,21:39:03,21:39:08,5
597,64,23,0,21:39:28,21:39:35,6
598,64,25,1,21:39:35,21:40:48,72
599,65,31,1,21:38:15,21:38:25,9
600,65,35,0,21:38:32,21:39:44,71
601,65,37,1,21:39:44,21:40:03,14
602,65,27,1,-00:00:01,21:38:04,34
603,65,33,1,21:38:25,21:38:32,7
604,65,29,1,21:38:04,21:38:15,10
605,65,39,1,21:40:03,21:40:19,15
606,65,45,1,21:40:55,21:42:41,104
607,65,47,0,21:42:41,21:43:58,76
608,65,49,0,21:43:58,21:43:59,0
609,65,41,1,21:40:19,21:40:33,13
610,65,43,1,21:40:33,21:40:55,21
611,65,51,0,21:43:59,21:44:00,1
612,66,11,1,21:49:09,21:49:21,11
613,66,9,1,21:48:22,21:49:09,47
614,66,7,1,21:48:14,21:48:22,7
615,66,5,1,21:48:09,21:48:14,5
616,66,1,1,-00:00:01,21:48:02,15
617,66,3,1,21:48:02,21:48:09,7
618,66,23,0,21:51:03,21:51:13,9
619,66,21,1,21:50:50,21:51:03,12
620,66,19,1,21:50:20,21:50:50,30
621,66,17,1,21:50:14,21:50:20,5
622,66,13,1,21:49:21,21:49:56,34
623,66,15,1,21:49:56,21:50:14,18
624,66,25,1,21:51:13,21:51:21,8
625,67,27,1,-00:00:01,22:07:17,37
626,67,29,1,22:07:17,22:07:24,6
627,67,31,1,22:07:24,22:07:31,6
628,67,33,1,22:07:31,22:07:36,5
629,67,35,1,22:07:36,22:07:54,17
630,67,37,1,22:07:54,22:08:16,21
